CON,HOAD Remarks,State,GSTIN of OWN,GSTIN of supplier,Trade/Legal name,Invoice number,Invoice type,Invoice Date,Invoice Value(₹),Place of supply,Supply Attract Reverse Charge,Taxable Value (₹),Integrated Tax(₹),Central Tax(₹),State/UT Tax(₹),Cess(₹),GSTR-1/IFF/GSTR-5 Period,GSTR-1/IFF/GSTR-5 Filing Date,ITC Availability,Reason,Applicable % of Tax Rate,Source,IRN,IRN Date,Document Type
27AADCA2325A1ZF19DFVPS1449E1ZT1193,Matched,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1193,Regular,08/02/2025,"6,825",Maharashtra,No,"6,500",325,0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1194,Matched,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1194,Regular,08/02/2025,"17,850",Maharashtra,No,"17,000",850,0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1195,Matched,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1195,Regular,08/02/2025,"151,200",Maharashtra,No,"144,000","7,200",0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1196,Matched,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1196,Regular,11/02/2025,"81,217",Maharashtra,No,"77,350","3,867.50",0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1197,Matched,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1197,Regular,11/02/2025,"4,725",Maharashtra,No,"4,500",225,0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1198,Carry Forward,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1198,Regular,15/02/2025,"25,725",Maharashtra,No,"24,500","1,225",0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1199,Carry Forward,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1199,Regular,15/02/2025,"22,575",Maharashtra,No,"21,500","1,075",0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1200,Matched,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1200,Regular,15/02/2025,"20,475",Maharashtra,No,"19,500",975,0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1201,Matched,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1201,Regular,15/02/2025,"57,487",Maharashtra,No,"54,750","2,737.50",0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1202,Matched,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1202,Regular,15/02/2025,"12,600",Maharashtra,No,"12,000",600,0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1203,Matched,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1203,Regular,15/02/2025,"7,350",Maharashtra,No,"7,000",350,0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1204,Matched,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1204,Regular,15/02/2025,"7,350",Maharashtra,No,"7,000",350,0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1205,Matched,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1205,Regular,15/02/2025,"2,100",Maharashtra,No,"2,000",100,0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1206,Matched,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1206,Regular,19/02/2025,"63,000",Maharashtra,No,"60,000","3,000",0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1207,Matched,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1207,Regular,19/02/2025,"11,812",Maharashtra,No,"11,250",562.50,0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1208,Matched,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1208,Regular,19/02/2025,"4,725",Maharashtra,No,"4,500",225,0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1209,Carry Forward,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1209,Regular,19/02/2025,"21,000",Maharashtra,No,"20,000","1,000",0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1210,Carry Forward,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1210,Regular,26/02/2025,"114,975",Maharashtra,No,"109,500","5,475",0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1211,Carry Forward,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1211,Regular,26/02/2025,"22,995",Maharashtra,No,"21,900","1,095",0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1212,Carry Forward,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1212,Regular,24/02/2025,"19,950",Maharashtra,No,"19,000",950,0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1213,Carry Forward,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1213,Regular,26/02/2025,"23,100",Maharashtra,No,"22,000","1,100",0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1214,Carry Forward,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1214,Regular,28/02/2025,"74,760",Maharashtra,No,"71,200","3,560",0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1215,Carry Forward,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1215,Regular,28/02/2025,"17,850",Maharashtra,No,"17,000",850,0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1216,Carry Forward,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1216,Regular,28/02/2025,"79,852",Maharashtra,No,"76,050","3,802.50",0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1217,Carry Forward,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1217,Regular,28/02/2025,"14,700",Maharashtra,No,"14,000",700,0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19DFVPS1449E1ZT1218,Carry Forward,Maharashtra,27AADCA2325A1ZF,19DFVPS1449E1ZT,SAYAB JARI HOUSE,1218,Regular,28/02/2025,"15,750",Maharashtra,No,"15,000",750,0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAACU5552C1ZJ1124I117953376,Cancelled,Maharashtra,27AADCA2325A1ZF,27AAACU5552C1ZJ,UNITED INDIA INSURANCE COMPANY LIMITED,1124I117953376,Regular,10/02/2025,"63,561",Maharashtra,No,"53,865",0,"4,848","4,848",0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAACU5552C1ZJ1124I117957969,Matched,Maharashtra,27AADCA2325A1ZF,27AAACU5552C1ZJ,UNITED INDIA INSURANCE COMPANY LIMITED,1124I117957969,Regular,10/02/2025,"63,561",Maharashtra,No,"53,865",0,"4,848","4,848",0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAACU5552C1ZJ1224I117953989,Matched,Maharashtra,27AADCA2325A1ZF,27AAACU5552C1ZJ,UNITED INDIA INSURANCE COMPANY LIMITED,1224I117953989,Regular,10/02/2025,"1,770",Maharashtra,No,"1,500",0,135,135,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF06AACCG0527D1Z85198912490,Matched,Maharashtra,27AADCA2325A1ZF,06AACCG0527D1Z8,GOOGLE INDIA PVT LTD,5198912490,Regular,28/02/2025,"761,023.60",Maharashtra,No,"644,935.25","116,088.35",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27BIMPS9849C1ZK536,Matched,Maharashtra,27AADCA2325A1ZF,27BIMPS9849C1ZK,SANTOSH SALES CORPORATION,536,Regular,06/02/2025,564,Maharashtra,No,538,0,13.45,13.45,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AAWCA9797M1Z6ALPL/K/254/24-25,Carry Forward,Maharashtra,27AADCA2325A1ZF,19AAWCA9797M1Z6,ATMA LEATHER PRIVATE LIMITED,ALPL/K/254/24-25,Regular,26/02/2025,"2,773",Maharashtra,No,"2,350",423,0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAHPO8555D1ZG28/2024-25,Matched,Maharashtra,27AADCA2325A1ZF,27AAHPO8555D1ZG,SUNDHA ENTERPRISES,28/2024-25,Regular,04/02/2025,"75,284",Maharashtra,No,"63,800",0,"5,742","5,742",0,Feb'25,13/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAHPO8555D1ZG29/2024-25,Matched,Maharashtra,27AADCA2325A1ZF,27AAHPO8555D1ZG,SUNDHA ENTERPRISES,29/2024-25,Regular,04/02/2025,"217,120",Maharashtra,No,"184,000",0,"16,560","16,560",0,Feb'25,13/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAHPO8555D1ZG30/2024-25,Carry Forward,Maharashtra,27AADCA2325A1ZF,27AAHPO8555D1ZG,SUNDHA ENTERPRISES,30/2024-25,Regular,04/02/2025,"188,800",Maharashtra,No,"160,000",0,"14,400","14,400",0,Feb'25,13/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAHPO8555D1ZG31/2024-25,Matched,Maharashtra,27AADCA2325A1ZF,27AAHPO8555D1ZG,SUNDHA ENTERPRISES,31/2024-25,Regular,10/02/2025,"46,492",Maharashtra,No,"39,400",0,"3,546","3,546",0,Feb'25,13/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF03AACCN6194P1ZZ032512BP02AAC227,Carry Forward,Maharashtra,27AADCA2325A1ZF,03AACCN6194P1ZZ,NATIONAL AVIATION COMPANY OF INDIA LTD (NORTHERN REGION),032512BP02AAC227,Regular,07/02/2025,"10,348",Maharashtra,No,"8,815",441,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27ALKPP1177E1ZZ6369,Matched,Maharashtra,27AADCA2325A1ZF,27ALKPP1177E1ZZ,SAHAJANAND TRADERS,6369,Regular,11/02/2025,"15,983",Maharashtra,No,"15,222",0,380.55,380.55,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AABCB4982E1ZPBPS1013/24-25,Matched,Maharashtra,27AADCA2325A1ZF,27AABCB4982E1ZP,BRILIANT PROTECTION SERVICE PVT. LTD.,BPS1013/24-25,Regular,01/02/2025,"15,340",Maharashtra,No,"13,000",0,"1,170","1,170",0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF07AAJCM8245R1ZLTI233,Matched,Maharashtra,27AADCA2325A1ZF,07AAJCM8245R1ZL,MURA COLLECTIVE TEXTILES & CRAFTS PRIVATE LIMITED,TI233,Regular,10/01/2025,"22,208",Maharashtra,No,"21,150","1,057.50",0,0,0,Jan'25,20/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF07AAJCM8245R1ZLTI239,Matched,Maharashtra,27AADCA2325A1ZF,07AAJCM8245R1ZL,MURA COLLECTIVE TEXTILES & CRAFTS PRIVATE LIMITED,TI239,Regular,16/01/2025,"1,456",Maharashtra,No,"1,300",156,0,0,0,Jan'25,20/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF06HPJPD3071M1ZN09,Matched,Maharashtra,27AADCA2325A1ZF,06HPJPD3071M1ZN,RIYA DAVID,09,Regular,05/02/2025,"14,160",Maharashtra,No,"12,000","2,160",0,0,0,Feb'25,06/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF29AACCS7483E1Z16071366515,Carry Forward,Maharashtra,27AADCA2325A1ZF,29AACCS7483E1Z1,SAP INDIA PRIVATE LIMITED,6071366515,Regular,18/02/2025,"2,715,085.60",Maharashtra,No,"2,300,920","414,165.60",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF29AACCS7483E1Z16071366516,Carry Forward,Maharashtra,27AADCA2325A1ZF,29AACCS7483E1Z1,SAP INDIA PRIVATE LIMITED,6071366516,Regular,18/02/2025,"5,105,541.40",Maharashtra,No,"4,326,730","778,811.40",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27APTPP2979R1ZF0145/2425,Carry Forward,Maharashtra,27AADCA2325A1ZF,27APTPP2979R1ZF,TATVAM    DESIGN,0145/2425,Regular,06/02/2025,665,Maharashtra,No,650,0,16.25,16.25,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27APTPP2979R1ZF0155/2425,Carry Forward,Maharashtra,27AADCA2325A1ZF,27APTPP2979R1ZF,TATVAM    DESIGN,0155/2425,Regular,28/02/2025,315,Maharashtra,No,300,0,7.50,7.50,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF29AACCP7457K2ZSPL12012924012660,Matched,Maharashtra,27AADCA2325A1ZF,29AACCP7457K2ZS,Pine Labs Private Limited,PL12012924012660,Regular,28/02/2025,"11,800",Maharashtra,No,"10,000","1,800",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF29AACCP7457K2ZSPL12012924012661,Matched,Maharashtra,27AADCA2325A1ZF,29AACCP7457K2ZS,Pine Labs Private Limited,PL12012924012661,Regular,28/02/2025,"11,800",Maharashtra,No,"10,000","1,800",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAQHA0619B1ZPGT/2024-25/17181,Matched,Maharashtra,27AADCA2325A1ZF,27AAQHA0619B1ZP,GAURAV TRADERS,GT/2024-25/17181,Regular,05/02/2025,264,Maharashtra,No,236,0,14.16,14.16,0,Feb'25,04/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAQHA0619B1ZPGT/2024-25/17611,Matched,Maharashtra,27AADCA2325A1ZF,27AAQHA0619B1ZP,GAURAV TRADERS,GT/2024-25/17611,Regular,13/02/2025,"6,098",Maharashtra,No,"5,432",0,333.12,333.12,0,Feb'25,04/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAQHA0619B1ZPGT/2024-25/18007,Matched,Maharashtra,27AADCA2325A1ZF,27AAQHA0619B1ZP,GAURAV TRADERS,GT/2024-25/18007,Regular,20/02/2025,"21,567",Maharashtra,No,"19,256",0,"1,155.36","1,155.36",0,Feb'25,04/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAQHA0619B1ZPGT/2024-25/18012,Matched,Maharashtra,27AADCA2325A1ZF,27AAQHA0619B1ZP,GAURAV TRADERS,GT/2024-25/18012,Regular,20/02/2025,"3,172",Maharashtra,No,"2,832",0,169.92,169.92,0,Feb'25,04/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF36AADCA2325A1ZG240TO1003000740,Matched,Maharashtra,27AADCA2325A1ZF,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000740,Regular,02/02/2025,"2,900.80",Maharashtra,No,"2,590",310.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF36AADCA2325A1ZG240TO1003000741,Matched,Maharashtra,27AADCA2325A1ZF,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000741,Regular,02/02/2025,"2,340.80",Maharashtra,No,"2,090",250.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF36AADCA2325A1ZG240TO1003000742,Matched,Maharashtra,27AADCA2325A1ZF,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000742,Regular,03/02/2025,"7,875",Maharashtra,No,"7,500",375,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF36AADCA2325A1ZG240TO1003000744,Matched,Maharashtra,27AADCA2325A1ZF,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000744,Regular,04/02/2025,"1,444.80",Maharashtra,No,"1,290",154.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF36AADCA2325A1ZG240TO1003000745,Matched,Maharashtra,27AADCA2325A1ZF,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000745,Regular,04/02/2025,"1,220.80",Maharashtra,No,"1,090",130.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF36AADCA2325A1ZG240TO1003000746,Matched,Maharashtra,27AADCA2325A1ZF,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000746,Regular,05/02/2025,"7,875",Maharashtra,No,"7,500",375,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF36AADCA2325A1ZG240TO1003000747,Matched,Maharashtra,27AADCA2325A1ZF,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000747,Regular,05/02/2025,"2,452.80",Maharashtra,No,"2,190",262.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF36AADCA2325A1ZG240TO1003000751,Matched,Maharashtra,27AADCA2325A1ZF,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000751,Regular,06/02/2025,"2,004.80",Maharashtra,No,"1,790",214.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF36AADCA2325A1ZG240TO1003000752,Matched,Maharashtra,27AADCA2325A1ZF,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000752,Regular,06/02/2025,"4,468.80",Maharashtra,No,"3,990",478.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF36AADCA2325A1ZG240TO1003000753,Matched,Maharashtra,27AADCA2325A1ZF,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000753,Regular,06/02/2025,"1,668.80",Maharashtra,No,"1,490",178.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF36AADCA2325A1ZG240TO1003000755,Matched,Maharashtra,27AADCA2325A1ZF,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000755,Regular,10/02/2025,"36,960",Maharashtra,No,"33,000","3,960",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF36AADCA2325A1ZG240TO1003000758,Matched,Maharashtra,27AADCA2325A1ZF,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000758,Regular,13/02/2025,"5,204.58",Maharashtra,No,"4,497",707.58,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF36AADCA2325A1ZG240TO1003000761,Matched,Maharashtra,27AADCA2325A1ZF,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000761,Regular,17/02/2025,"8,052.80",Maharashtra,No,"7,190",862.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF36AADCA2325A1ZG240TO1003000763,Matched,Maharashtra,27AADCA2325A1ZF,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000763,Regular,17/02/2025,"5,544",Maharashtra,No,"4,950",594,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF36AADCA2325A1ZG240TO1003000764,Matched,Maharashtra,27AADCA2325A1ZF,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000764,Regular,17/02/2025,"2,466.20",Maharashtra,No,"2,090",376.20,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF36AADCA2325A1ZG240TO1003000769,Matched,Maharashtra,27AADCA2325A1ZF,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000769,Regular,22/02/2025,"3,675",Maharashtra,No,"3,500",175,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF36AADCA2325A1ZG240TO1003000774,Matched,Maharashtra,27AADCA2325A1ZF,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000774,Regular,27/02/2025,"4,345.90",Maharashtra,No,"3,770",575.90,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF36AADCA2325A1ZG240TO1003000775,Matched,Maharashtra,27AADCA2325A1ZF,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000775,Regular,27/02/2025,"9,184",Maharashtra,No,"8,200",984,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF36AADCA2325A1ZG240TO1003000776,Carry Forward,Maharashtra,27AADCA2325A1ZF,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000776,Regular,28/02/2025,"5,775",Maharashtra,No,"5,500",275,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF36AADCA2325A1ZG240TO1003000777,Carry Forward,Maharashtra,27AADCA2325A1ZF,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000777,Regular,28/02/2025,"2,800",Maharashtra,No,"2,500",300,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAFCK7016C1ZT4234245001,Matched,Maharashtra,27AADCA2325A1ZF,27AAFCK7016C1ZT,ZURICH KOTAK GENERAL INSURANCE COMPANY (INDIA) LIMITED,4234245001,Regular,11/02/2025,"67,099.69",Maharashtra,No,"56,864.15",0,"5,117.77","5,117.77",0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAGCP4442G1ZFIN250228V0182044,Matched,Maharashtra,27AADCA2325A1ZF,27AAGCP4442G1ZF,PayPal Payments Private Limited,IN250228V0182044,Regular,28/02/2025,"191,484.51",Maharashtra,No,"162,274.99",0,"14,604.76","14,604.76",0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF09AAACN6345A2ZQNOD1O207021,RCM,Maharashtra,27AADCA2325A1ZF,09AAACN6345A2ZQ,NITCO LOGISTICS PRIVATE LIMITED,NOD1O207021,Regular,07/02/2025,"1,600",Maharashtra,Yes,"1,600",80,0,0,0,Feb'25,07/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AQHPM5454F1ZP24-252,In Jan_25_Books,Maharashtra,27AADCA2325A1ZF,27AQHPM5454F1ZP,AIR SYSTEMS PROVIDER,24-252,Regular,01/01/2025,754,Maharashtra,No,639,0,57.51,57.51,0,Feb'25,13/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AABCL9950A1ZL27240153933,Carry Forward,Maharashtra,27AADCA2325A1ZF,27AABCL9950A1ZL,LIBERTY GENERAL INSURANCE LIMITED,27240153933,Regular,20/02/2025,"56,634.28",Maharashtra,No,"47,995.16",0,"4,319.56","4,319.56",0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27DUOPM1864B1ZHGMCR/24-25/177,Matched,Maharashtra,27AADCA2325A1ZF,27DUOPM1864B1ZH,GROW MORE CAMERA RENTALS,GMCR/24-25/177,Regular,14/02/2025,"10,620",Maharashtra,No,"9,000",0,810,810,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27DUOPM1864B1ZHGMCR/24-25/198,Matched,Maharashtra,27AADCA2325A1ZF,27DUOPM1864B1ZH,GROW MORE CAMERA RENTALS,GMCR/24-25/198,Regular,28/02/2025,"10,620",Maharashtra,No,"9,000",0,810,810,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27DUOPM1864B1ZHGMCR/24-25/199,Matched,Maharashtra,27AADCA2325A1ZF,27DUOPM1864B1ZH,GROW MORE CAMERA RENTALS,GMCR/24-25/199,Regular,28/02/2025,"21,240",Maharashtra,No,"18,000",0,"1,620","1,620",0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27ACJPM9229L1ZYRN/2425/415,In Jan_25_Books,Maharashtra,27AADCA2325A1ZF,27ACJPM9229L1ZY,RING NETWORKS,RN/2425/415,Regular,01/01/2025,"63,720",Maharashtra,No,"54,000",0,"4,860","4,860",0,Jan'25,21/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27ACJPM9229L1ZYRN/2425/416,In Jan_25_Books,Maharashtra,27AADCA2325A1ZF,27ACJPM9229L1ZY,RING NETWORKS,RN/2425/416,Regular,01/01/2025,"63,720",Maharashtra,No,"54,000",0,"4,860","4,860",0,Jan'25,21/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27ACJPM9229L1ZYRN/2425/418,In Jan_25_Books,Maharashtra,27AADCA2325A1ZF,27ACJPM9229L1ZY,RING NETWORKS,RN/2425/418,Regular,01/01/2025,"21,240",Maharashtra,No,"18,000",0,"1,620","1,620",0,Jan'25,21/02/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF07APDPK8975L1Z6756,Carry Forward,Maharashtra,27AADCA2325A1ZF,07APDPK8975L1Z6,GIRISH EMBROIDERY,756,Regular,24/02/2025,"2,625",Maharashtra,No,"2,500",125,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
